Date,Town,State/Province,Latitude,Longitude,Number,Image
5426,08/05/14,Syracuse,NY,43,-76.2,1
5427,08/05/14,Howell,MI,42.6,-83.9,3
5428,08/05/14,Knoxville,IA,41.3,-93.1,1
5429,08/05/14,Lancaster,PA,40.1,-76.3,1
5430,08/05/14,Two Rivers,WI,44.2,-87.6,1
5431,08/05/14,Middletown,DE,39.5,-75.7,2
5432,08/05/14,Aurora,OH,41.3,-81.3,1
5433,08/05/14,Columbus,OH,40.1,-83,1
5434,08/05/14,WHEELING,IL,42.1,-87.9,4
5435,08/05/14,Cross Village,MI,45.6,-85,5
5436,08/05/14,Lancaster,PA,40.1,-76.3,2
5437,08/05/14,Canton,OH,40.8,-81.4,2
5438,08/05/14,Norwich,VT,43.8,-72.3,1
5439,08/05/14,Harrisburg,PA,40.3,-76.8,1
5440,08/05/14,Onley,VA,37.7,-75.7,5
5441,08/05/14,Oceanville,NJ,39.3,-74.5,4
5442,08/05/14,Allenton,WI,43.5,-88.4,2
5443,08/05/14,Sparta,WI,44,-90.8,2
5444,08/05/14,GRAND RAPIDS,MN,47.2,-93.6,3
5445,08/05/14,Williamstown Middle School,NJ,39.6,-74.9,1
5446,08/05/14,Westlake Village,CA,34.1,-118.9,1
5447,08/05/14,St. Louis,MO,38.6,-90.2,1
5448,08/05/14,New Castle,IN,39.9,-85.3,2
5449,08/05/14,Herndon,VA,39,-77.4,1
5450,08/05/14,Athens,OH,39.3,-82.1,1
5451,08/05/14,Alton,ON,43.9,-80.1,1
5452,08/05/14,Alton,ON,43.9,-80.1,1
5453,08/05/14,Beltsville,MD,39,-76.9,1
5454,08/05/14,"Glen Mills, PA",PA,40,-75.3,1
5455,08/05/14,oak park,IL,41.9,-87.8,4
5456,08/05/14,Winston-Salem,NC,36.1,-80.2,1
5457,08/05/14,OFallon,MO,38.8,-90.7,2
5458,08/05/14,Mountain Home,AR,36.2,-92.4,2
5459,08/05/14,warren,NJ,40.6,-74.5,1
5460,08/05/14,Nowata,OK,36.7,-95.6,1
5461,08/05/14,Delta,CO,38.7,-108.2,1
5462,08/05/14,Chicago,IL,41.9,-87.6,1
5463,08/05/14,Sutton,MA,42.1,-71.8,1
5464,08/05/14,Santa Fe,NM,35.8,-106,1
5465,08/04/14,Parry Sound,ON,45.4,-80,3
5466,08/04/14,kingston,ON,44.3,-76.5,2
5467,08/04/14,Skaneateles,NY,42.9,-76.4,1
5468,08/04/14,Indianapolis,IN,39.8,-86.1,1
5469,08/04/14,Cambridge,ON,43.4,-80.3,1
5470,08/04/14,Evansville,IN,38,-87.6,1
5471,08/04/14,Hope Valley,CT,41.8,-72.6,1
5472,08/04/14,Toronto,ON,43.7,-79.4,1
5473,08/04/14,Newburgh,IN,38,-87.4,1
5474,08/04/14,Overland Park,KS,39,-94.7,1
5475,08/04/14,Canton,OH,40.8,-81.4,1
5476,08/04/14,mason,OH,39.3,-84.3,1
5477,08/04/14,Oakville,ON,43.5,-79.7,6
5478,08/04/14,Lancaster,PA,40.1,-76.3,1
5479,08/04/14,Toronto,ON,43.7,-79.4,6
5480,08/04/14,Plymouth,MN,45.1,-93.3,1
5481,08/04/14,Overland Park,KS,39,-94.7,1
5482,08/04/14,Tucker,GA,33.9,-84.2,1
5483,08/04/14,Kress,TX,34.4,-101.7,1
5484,08/04/14,Pacific,MO,38.5,-90.7,1
5485,08/04/14,Plains,GA,32,-84.4,1
5486,08/04/14,Tupper Lake,NY,44.2,-74.4,1
5487,08/04/14,Tupper Lake,NY,44.2,-74.4,1
5488,08/04/14,Tyler,TX,32.3,-95.3,1
5489,08/04/14,Skowhegan,ME,44.8,-69.7,1
5490,08/04/14,"Marshall, NC",NC,35.8,-82.7,1
5491,08/04/14,Northville,MI,42.4,-83.5,1
5492,08/04/14,Carver,MN,44.7,-93.7,4
5493,08/04/14,Sullivan,IL,39.6,-88.6,8
5494,08/04/14,Pretty Prairie,KS,37.8,-98,2
5495,08/04/14,Galena,IL,42.4,-90.4,4
5496,08/04/14,mequon,WI,43.2,-88,1
5497,08/04/14,mequon,WI,43.2,-88,1
5498,08/04/14,Hanover,MD,39.2,-76.7,2
5499,08/04/14,Brossard,QC,45.5,-73.5,1
5500,08/04/14,Pennsburg,PA,40.4,-75.5,2
5501,08/04/14,Orangeville,ON,43.9,-80.1,1
5502,08/04/14,Clemson,SC,34.8,-82.8,1
5503,08/04/14,poway,CA,33,-117,2
5504,08/04/14,North Port,FL,27.1,-82.2,2
5505,08/04/14,Bayfield,WI,46.9,-90.9,8
5506,08/04/14,Fergus Falls,MN,46.3,-96.1,1
5507,08/04/14,Long Beach,CA,33.8,-118.2,5
5508,08/04/14,Aurora,IN,39.1,-85,2
5509,08/04/14,Saline,MI,42.2,-83.8,2
5510,08/04/14,Tory Hill,ON,43.9,-78.9,1
5511,08/04/14,Wayland,OH,41.2,-81.2,1
5512,08/04/14,Kingston,NY,42,-74.1,1
5513,08/04/14,Columbia,MO,38.9,-92.2,1
5514,08/04/14,Lancaster,OH,39.7,-82.6,2
5515,08/04/14,Fort Wayne,IN,41.1,-85.2,1
5516,08/04/14,Little Silver,NJ,40.3,-74,1
5517,08/04/14,Wolfeboro,NH,43.6,-71.2,1
5518,08/04/14,Berryville,VA,39.2,-78,1
5519,08/04/14,minneapolis,MN,45,-93.3,1
5520,08/04/14,Livingston,AL,32.6,-88.1,1
5521,08/04/14,Towaco,NJ,40.9,-74.3,1
5522,08/04/14,Clifford,ND,47.4,-97.4,8
5523,08/04/14,Davenport,IA,41.5,-90.6,1
5524,08/04/14,Rochelle Park,NJ,40.9,-74.1,1
5525,08/04/14,Wallaceburg,ON,42.6,-82.4,1
5526,08/03/14,Dover,DE,39.2,-75.6,1
5527,08/03/14,Arden Hills,MN,45.1,-93.2,1
5528,08/03/14,Maumelle,AR,34.9,-92.4,1
5529,08/03/14,Overland Park,KS,39,-94.7,4
5530,08/03/14,New Windsor,NY,41.5,-74.1,1
5531,08/03/14,Newburgh,IN,38,-87.4,1
5532,08/03/14,thunder bay,ON,48.4,-89.2,1
5533,08/03/14,Omaha,NE,41.3,-95.9,4
5534,08/03/14,Port Carling,ON,45.1,-79.6,1
5535,08/03/14,cape vincent,NY,44.1,-76.3,1
5536,08/03/14,Stoughton,MA,42.1,-71.2,1
5537,08/03/14,Tuscumbia,MO,38.2,-92.5,1
5538,08/03/14,Driftwood,TX,30.1,-98,1
5539,08/03/14,clarks hill,SC,33.6,-82.1,2
5540,08/03/14,Aylmer,ON,42.8,-81,1
5541,08/03/14,Tulsa,OK,36.1,-96,1
5542,08/03/14,Lansing,IL,41.6,-87.5,1
5543,08/03/14,wappingers falls,NY,41.6,-73.9,1
5544,08/03/14,Novi,MI,42.5,-83.5,1
5545,08/03/14,Sandusky,OH,41.4,-82.7,1
5546,08/03/14,WHEELING,IL,42.1,-87.9,3
5547,08/03/14,Laurel Springs,NC,36.4,-81.3,1
5548,08/03/14,Port Burwell PP,ON,43,-81.2,6
5549,08/03/14,mequon,WI,43.2,-88,2
5550,08/03/14,Welland,ON,43,-79.3,1
5551,08/03/14,Lititz,PA,40.2,-76.3,1
5552,08/03/14,Fremont,NE,41.5,-96.5,1
5553,08/03/14,Springfield,MO,37.2,-93.3,1
5554,08/03/14,Aurora,IN,39.1,-85,4
5555,08/03/14,Madison,VA,38.4,-78.3,1
5556,08/03/14,Deep Gap,NC,36.2,-81.5,2
5557,08/03/14,Dearborn,MI,42.3,-83.2,1
5558,08/03/14,grosse pointe,MI,42.4,-82.9,3
5559,08/03/14,Johnsonburg,PA,41.5,-78.7,3
5560,08/03/14,"Shepherdstown, wv",WV,38.4,-81.7,4
5561,08/03/14,upperville,VA,39,-77.9,1
5562,08/03/14,Newmarket,ON,44.1,-79.5,1
5563,08/03/14,Cold Spring,NY,41.5,-73.9,1
5564,08/03/14,Pelee Island,ON,41.8,-82.7,6
5565,08/03/14,Chicago,IL,41.9,-87.6,1
5566,08/03/14,Chalk Mountain,TX,32.1,-97.9,2
5567,08/03/14,Mount Vernon,IA,41.9,-91.4,1
5568,08/02/14,Minnetonka,MN,44.9,-93.5,12
5569,08/02/14,Mt. Airy,MD,39.4,-77.2,1
5570,08/02/14,Clarkston,MI,42.7,-83.4,1
5571,08/02/14,Galesburg,IL,41,-90.4,1
5572,08/02/14,Clarkston,MI,42.7,-83.4,1
5573,08/02/14,Hinchinbrooke,QC,45.1,-74.1,1
5574,08/02/14,Whitestone,ON,45.7,-80,1
5575,08/02/14,Chatham,ON,42.4,-82.2,1
5576,08/02/14,Saint Catharines,ON,43.2,-79.2,1
5577,08/02/14,portage,IN,41.6,-87.2,1
5578,08/02/14,Blue Island,IL,41.7,-87.7,1
5579,08/02/14,Kirkwood,MO,38.6,-90.4,4
5580,08/02/14,Green Bay,WI,44.5,-88,1
5581,08/02/14,Anne Arundel County,MD,39,-76.6,1
5582,08/02/14,Ottawa,ON,45.3,-75.8,3
5583,08/02/14,Clarkston,MI,42.7,-83.4,3
5584,08/02/14,Auburn,CA,39,-121.1,1
5585,08/02/14,Lansing,IL,41.6,-87.5,6
5586,08/02/14,Anaheim,CA,33.8,-118,1
5587,08/02/14,Pennsburg,PA,40.4,-75.5,2
5588,08/02/14,medford,OR,42.3,-122.9,1
5589,08/02/14,Orangeville,ON,43.9,-80.1,1
5590,08/02/14,Waukee,IA,41.6,-93.9,2
5591,08/02/14,Mamaroneck,NY,41,-73.7,1
5592,08/02/14,Freeport,ME,43.9,-70.1,2
5593,08/02/14,plattsmouth,NE,41,-96,1
5594,08/02/14,Toronto,ON,43.7,-79.4,1
5595,08/02/14,Thunder Bay,ON,48.4,-89.2,1
5596,08/02/14,Marietta,GA,33.9,-84.5,1
5597,08/02/14,Lykens,PA,40.6,-76.7,2
5598,08/02/14,Little Silver,NJ,40.3,-74,4
5599,08/02/14,Ripon,WI,43.8,-88.8,21
5600,08/02/14,Alvin,TX,29.4,-95.3,1
5601,08/02/14,Glen Rose,TX,32.2,-97.8,1
5602,08/02/14,Florence,MT,46.7,-114,1
5603,08/02/14,Albany,NY,42.7,-73.7,1
5604,08/02/14,Chicago,IL,41.9,-87.6,2
5605,08/02/14,Chalk Mountain,TX,32.1,-97.9,1
5606,08/01/14,Hamilton,ON,43.3,-79.9,1
5607,08/01/14,Yonkers,NY,40.9,-73.9,1
5608,08/01/14,Newburgh,IN,38,-87.4,2
5609,08/01/14,West Swanzey,NH,42.9,-72.3,1
5610,08/01/14,Herndon,VA,39,-77.4,1
5611,08/01/14,East Windsor,NJ,40.3,-74.5,1
5612,08/01/14,Minneapolis,MN,45,-93.3,7
5613,08/01/14,Fremont,NE,41.5,-96.5,2
5614,08/01/14,Fremont,NE,41.5,-96.5,5
5615,08/01/14,Saint Catharines,ON,43.2,-79.2,1
5616,08/01/14,Picton,ON,44,-77.1,1
5617,08/01/14,medford,OR,42.3,-122.9,1
5618,08/01/14,Lake Placid,NY,44.2,-74,6
5619,08/01/14,Ringgold,GA,34.9,-85.1,2
5620,08/01/14,Hyde Park,VT,44.6,-72.6,1
5621,08/01/14,Upper St. Clair,PA,40.3,-80.1,2
5622,08/01/14,Lancaster,PA,40.1,-76.3,1
5623,08/01/14,Anderson,IN,40.1,-85.8,1
5624,08/01/14,Forked River,NJ,39.9,-74.3,3
5625,08/01/14,Damariscotta,ME,44,-69.5,1
5626,08/01/14,Cedar Falls,IA,42.5,-92.5,3
5627,08/01/14,Leamington,ON,42.1,-82.6,1
5628,08/01/14,Johnsonburg,PA,41.5,-78.7,1
5629,08/01/14,leonardo,NJ,40.4,-74.1,3
5630,08/01/14,Guernsey,WY,42.2,-104.8,1
5631,08/01/14,winnipeg,MB,49.9,-97.1,1
5632,08/01/14,Marietta,OH,39.4,-81.5,1
5633,08/01/14,Lexington,KY,38,-84.5,1
5634,08/01/14,St. Louis,MO,38.6,-90.2,1
5635,07/31/14,Saint Catharines,ON,43.2,-79.2,1
5636,07/31/14,Brunswick,ME,43.9,-70,2
5637,07/31/14,Newburgh,IN,38,-87.4,1
5638,07/31/14,Elmhurst,IL,41.9,-87.9,1
5639,07/31/14,Austin,TX,30.2,-97.7,1
5640,07/31/14,shelton,CT,41.3,-73.1,1
5641,07/31/14,Overland Park,KS,39,-94.7,1
5642,07/31/14,Georgetown,ON,43.7,-79.9,1
5643,07/31/14,Derwood,MD,39.1,-77.1,1
5644,07/31/14,Highland,MD,39.2,-77,1
5645,07/31/14,columbia,MS,31.2,-89.8,1
5646,07/31/14,Geneva,NE,40.5,-97.7,1
5647,07/31/14,Princeton,NJ,40.4,-74.7,1
5648,07/31/14,Leesburg,VA,39.1,-77.6,1
5649,07/31/14,Davis,WV,39.1,-79.4,9
5650,07/31/14,Limehouse,ON,43.6,-80,1
5651,07/31/14,Wichita,KS,37.7,-97.3,2
5652,07/31/14,Moline,IL,41.5,-90.5,1
5653,07/31/14,Weston,MA,42.4,-71.3,1
5654,07/31/14,Upper St. Clair,PA,40.3,-80.1,2
5655,07/31/14,York,PA,40,-76.7,1
5656,07/31/14,Aviston,IL,38.7,-89.6,1
5657,07/31/14,Phoenix,OR,42.3,-122.8,1
5658,07/31/14,Kress,TX,34.4,-101.7,1
5659,07/31/14,toronto,ON,43.7,-79.4,2
5660,07/31/14,salt lake city,UT,40.8,-111.9,1
5661,07/31/14,Morristown,TN,36.2,-83.3,1
5662,07/31/14,Mims,FL,28.7,-80.9,1
5663,07/31/14,Murfreesboro,TN,35.9,-86.4,1
5664,07/31/14,Tully,NY,42.8,-76.1,1
5665,07/31/14,lebanon,TN,36.3,-86.3,4
5666,07/30/14,Hamilton,NJ,39.5,-74.7,2
5667,07/30/14,Springfield,MA,42.1,-72.5,1
5668,07/30/14,Charlotte,VT,44.3,-73.2,2
5669,07/30/14,Glen Mills,PA,39.9,-75.5,1
5670,07/30/14,South Hero,VT,44.6,-73.3,1
5671,07/30/14,South Hero,VT,44.6,-73.3,1
5672,07/30/14,Herndon,VA,39,-77.4,1
5673,07/30/14,Morrisville,VT,44.5,-72.6,1
5674,07/30/14,Williston,VT,44.4,-73.1,1
5675,07/30/14,Mer Rouge,LA,32.8,-91.7,2
5676,07/30/14,Monroe,LA,32.5,-92.1,1
5677,07/30/14,Chatham,ON,42.4,-82.2,2
5678,07/30/14,Pocasset,MA,41.7,-70.6,1
5679,07/30/14,Chatham,ON,42.4,-82.2,1
5680,07/30/14,Los Alamos,NM,35.9,-106.3,1
5681,07/30/14,Fremont,NE,41.5,-96.5,1
5682,07/30/14,Rixeyville,VA,38.6,-78,2
5683,07/30/14,Allenton,WI,43.5,-88.4,2
5684,07/30/14,plymouth,VT,43.5,-72.7,1
5685,07/30/14,Charlotte,VT,44.3,-73.2,2
5686,07/30/14,Mundelein,IL,42.3,-88,1
5687,07/30/14,Mundelein,IL,42.3,-88,1
5688,07/30/14,Glen Mills,PA,39.9,-75.5,1
5689,07/30/14,Media,PA,39.9,-75.4,1
5690,07/30/14,Whitby,ON,43.9,-78.9,1
5691,07/30/14,Troy,OH,40,-84.2,1
5692,07/30/14,Lancaster,KY,37.7,-84.6,1
5693,07/30/14,Nibley,UT,41.7,-111.6,2
5694,07/30/14,Fulshear,TX,29.7,-95.9,1
5695,07/30/14,Mississauga,ON,43.6,-79.7,1
5696,07/30/14,Lansing,IL,41.6,-87.5,4
5697,07/30/14,Trumbull,CT,41.3,-73.2,2
5698,07/30/14,Cranberry,PA,41.3,-79.7,1
5699,07/30/14,Bridgetown,NS,44.9,-65.3,1
5700,07/30/14,Barton,VT,44.7,-72.1,1
5701,07/30/14,Gahanna,OH,40,-82.9,1
5702,07/30/14,Toronto,ON,43.7,-79.4,3
5703,07/30/14,Toronto,ON,43.7,-79.4,3
5704,07/30/14,greenwich,CT,41,-73.6,1
5705,07/30/14,St. Louis,MO,38.6,-90.4,1
5706,07/30/14,East Conway,NH,44,-71,1
5707,07/30/14,Tully,NY,42.8,-76.1,1
5708,07/29/14,Newmarket,ON,44.1,-79.5,1
5709,07/29/14,Chicago,IL,41.9,-87.6,3
5710,07/29/14,Chalk Mountain,TX,32.1,-97.9,2
5711,07/29/14,North Little Rock,AR,34.8,-92.2,1
5712,07/29/14,Manchester,NH,43,-71.5,1
5713,07/29/14,Saint Catharines,ON,43.2,-79.2,1
5714,07/29/14,Chatham,ON,42.4,-82.2,1
5715,07/29/14,Clinton,NJ,40.6,-74.9,1
5716,07/29/14,Poughquag,NY,41.6,-73.7,1
5717,07/29/14,Brooklyn Park,MN,45.1,-93.4,1
5718,07/29/14,Cambridge,ON,43.4,-80.3,1
5719,07/29/14,Charlotte,VT,44.3,-73.2,1
5720,07/29/14,portage,IN,41.6,-87.2,1
5721,07/29/14,Champaign,IL,40.1,-88.2,3
5722,07/29/14,Baltimore,MD,39.3,-76.6,1
5723,07/29/14,Sanford,MI,43.7,-84.4,5
5724,07/29/14,Kingston,ON,44.3,-76.5,4
5725,07/29/14,Nowthen,MN,45.4,-93.5,12
5726,07/29/14,Chatham,ON,42.4,-82.2,2
5727,07/29/14,Thomson,GA,33.5,-82.5,3
5728,07/29/14,Prospect Bay,NS,44.5,-63.8,1
5729,07/29/14,Tuscumbia,MO,38.2,-92.5,2
5730,07/29/14,Glen Mills,PA,39.9,-75.5,3
5731,07/29/14,Derwood,MD,39.1,-77.1,1
5732,07/29/14,New Albany,OH,40.1,-82.8,1
5733,07/29/14,Snyder,CO,40.3,-103.6,1
5734,07/29/14,Haddonfield,NJ,39.9,-75,3
5735,07/29/14,Rochester,NY,43.2,-77.6,1
5736,07/29/14,Crystal Lake,IL,42.2,-88.3,1
5737,07/29/14,Lansing,IL,41.6,-87.5,4
5738,07/29/14,Upper Saranac Lake,NY,40.6,-74.1,1
5739,07/29/14,Talent,OR,42.2,-122.8,1
5740,07/29/14,Falls City,NE,40.1,-95.6,1
5741,07/29/14,San Carlos,CA,37.5,-122.3,1
5742,07/29/14,Spencer,IN,39.3,-86.8,5
5743,07/29/14,Holland,PA,40.2,-75,1
5744,07/28/14,CEDAR GROVE,NJ,40.9,-74.2,1
5745,07/28/14,Evansville,IN,38,-87.6,1
5746,07/28/14,Orange Park,FL,30.1,-81.8,18
5747,07/28/14,Orange Park,FL,30.1,-81.8,18
5748,07/28/14,worcester,MA,42.3,-71.8,1
5749,07/28/14,Cawston,BC,49.2,-119.8,1
5750,07/28/14,Lancaster,NY,42.9,-78.6,1
5751,07/28/14,waukesha,WI,43,-88.2,4
5752,07/28/14,The Villages,FL,28.9,-82,3
5753,07/28/14,Moline,IL,41.5,-90.5,1
5754,07/28/14,Six Mile,SC,34.8,-82.8,2
5755,07/28/14,Bruning,NE,40.3,-97.6,2
5756,07/28/14,Cape May,NJ,39,-74.9,1
5757,07/28/14,Medicine Hat,AB,50.1,-110.7,1
5758,07/28/14,Champaign,IL,40.1,-88.2,9
5759,07/28/14,Champaign,IL,40.1,-88.2,3
5760,07/28/14,Beamsville,ON,43.2,-79.5,1
5761,07/28/14,Slatington,PA,40.7,-75.6,1
5762,07/28/14,Dauphin,PA,40.4,-76.9,1
5763,07/28/14,North Platte,NE,41.1,-100.8,1
5764,07/28/14,Albertville,MN,45.3,-93.6,4
5765,07/28/14,sharon springs,NY,42.8,-74.6,2
5766,07/28/14,Wyoming,PA,41.3,-75.9,1
5767,07/28/14,upperville,VA,39,-77.9,4
5768,07/28/14,Canton,MI,42.3,-83.5,1
5769,07/28/14,Kerrville,TX,30,-99.1,1
5770,07/28/14,Oliver,BC,49.2,-119.6,1
5771,07/28/14,Hattieville,AR,35.3,-92.8,1
5772,07/28/14,Chicago,IL,41.9,-87.6,1
5773,07/28/14,Chalk Mountain,TX,32.1,-97.9,2
5774,07/27/14,Freeport,ME,43.9,-70.1,1
5775,07/27/14,Livonia,MI,42.4,-83.4,1
5776,07/27/14,Saint Catharines,ON,43.2,-79.2,1
5777,07/27/14,Toronto,ON,43.7,-79.4,1
5778,07/27/14,Lemont,IL,41.7,-88,9
5779,07/27/14,mountain top,PA,41.1,-76,1
5780,07/27/14,owen sound,ON,44.6,-80.9,3
5781,07/27/14,Nashville,TN,36.2,-86.8,1
5782,07/27/14,Yonkers,NY,40.9,-73.9,1
5783,07/27/14,Lansing,IL,41.6,-87.5,1
5784,07/27/14,Blue Island,IL,41.7,-87.7,1
5785,07/27/14,Arlington Heights,IL,42.1,-88,3
5786,07/27/14,Orr Lake,ON,44.6,-79.8,3
5787,07/27/14,Toronto,ON,43.7,-79.4,1
5788,07/27/14,Maple Grove,MN,45.1,-93.4,2
5789,07/27/14,Zimmerman,MN,45.5,-93.6,2
5790,07/27/14,Ottawa,ON,45.3,-75.8,2
5791,07/27/14,Zionsville,PA,40.5,-75.5,1
5792,07/27/14,McCordsville,IN,39.9,-85.9,3
5793,07/27/14,Reston,VA,39,-77.3,1
5794,07/27/14,Tracy,CA,37.7,-121.4,1
5795,07/27/14,Glen Mills,PA,39.9,-75.5,2
5796,07/27/14,Tuckerman,AR,35.8,-91.2,1
5797,07/27/14,Ruckersville,VA,38.2,-78.4,1
5798,07/27/14,Ruckersville,VA,38.2,-78.4,1
5799,07/27/14,Mundelein,IL,42.3,-88,1
5800,07/27/14,Tory Hill,ON,45,-78.3,2
5801,07/27/14,Nottawa,ON,44.5,-80.2,1
5802,07/27/14,Markdale,ON,44.3,-80.7,1
5803,07/27/14,Buxton,ME,43.6,-70.5,1
5804,07/27/14,Toronto,ON,43.7,-79.4,2
5805,07/27/14,Ronceverte,WV,37.7,-80.4,1
5806,07/27/14,Mt. Vernon,IN,37.9,-87.9,1
5807,07/27/14,Haliburton,ON,45.1,-78.5,1
5808,07/27/14,Stratford,ON,43.4,-81,6
5809,07/26/14,Pleasantville,NJ,39.4,-74.6,1
5810,07/26/14,Pocatello,ID,42.9,-112.3,1
5811,07/26/14,Toronto,ON,43.7,-79.4,3
5812,07/26/14,Vincentown,NJ,39.8,-74.6,1
5813,07/26/14,Brooklyn Park,MN,45.1,-93.4,2
5814,07/26/14,Reading,PA,40.4,-75.9,1
5815,07/26/14,Winchester,KY,38,-84.1,8
5816,07/26/14,Westminster,CA,33.8,-118,20
5817,07/26/14,Hamilton,ON,43.3,-79.9,1
5818,07/26/14,Springerville,AZ,34.2,-109.4,3
5819,07/26/14,Eager,AZ,34,-109.2,3
5820,07/26/14,Snyder,CO,40.3,-103.6,1
5821,07/26/14,worcester,MA,42.3,-71.8,1
5822,07/26/14,meyersville,NJ,40.7,-74.5,1
5823,07/26/14,Lykens,PA,40.6,-76.7,1
5824,07/26/14,Glen Mills,PA,39.9,-75.5,1
5825,07/26/14,Highland,MD,39.2,-77,1
5826,07/26/14,Penetanguishene,ON,44.8,-79.9,1
5827,07/26/14,Delta,CO,38.7,-108.2,1
5828,07/26/14,Ridgway,CO,38.1,-107.7,1
5829,07/26/14,Farmington,MN,44.7,-93.1,1
5830,07/26/14,Cold Spring,NY,41.5,-73.9,2
5831,07/26/14,North Hero,VT,44.9,-73.3,2
5832,07/26/14,Chicago,IL,41.9,-87.6,2
5833,07/25/14,newport News,VA,37.1,-76.5,1
5834,07/25/14,Lancaster,PA,40.1,-76.3,1
5835,07/25/14,avon,ME,44.8,-70.3,1
5836,07/25/14,gillette,NJ,40.7,-74.5,2
5837,07/25/14,Toronto,ON,43.7,-79.4,1
5838,07/25/14,Brampton,ON,43.7,-79.8,1
5839,07/25/14,Glen Mills,PA,39.9,-75.5,3
5840,07/25/14,carlsbad,CA,33.2,-117.3,1
5841,07/25/14,Gretna,MB,49,-97.6,2
5842,07/25/14,Rochester,NY,43.2,-77.6,1
5843,07/25/14,Oshawa,ON,43.9,-78.9,8
5844,07/25/14,Hillsboro,WV,38.2,-80.3,8
5845,07/25/14,Toronto,ON,43.7,-79.4,1
5846,07/25/14,Brooklyn Park,MN,45.1,-93.4,1
5847,07/25/14,Lansing,IL,41.6,-87.5,1
5848,07/25/14,"Gravenhurst, ON",ON,44.8,-79.7,1
5849,07/25/14,Woodstock,MD,39.3,-76.9,11
5850,07/25/14,flesherton,ON,44.3,-80.6,1
5851,07/25/14,Mule Creek,NM,33.1,-109,5
5852,07/25/14,Green Bay,WI,44.5,-88,1
5853,07/25/14,Paris,KY,38.2,-84.2,10
5854,07/24/14,Millersville,MD,39.1,-76.6,1
5855,07/24/14,Millersville,MD,39.1,-76.6,1
5856,07/24/14,Lancaster,PA,40.1,-76.3,1
5857,07/24/14,cape vincent,NY,44.1,-76.3,1
5858,07/24/14,Saint Catharines,ON,43.2,-79.2,1
5859,07/24/14,Saint Catharines,ON,43.2,-79.2,1
5860,07/24/14,Chatham,ON,42.4,-82.2,1
5861,07/24/14,Glen Mills,PA,39.9,-75.5,1
5862,07/24/14,Mchenry,IL,42.3,-88.3,2
5863,07/24/14,Pittsfield,ME,44.8,-69.4,1
5864,07/24/14,Bolinas,CA,37.9,-122.7,1
5865,07/24/14,Crystal Lake,IL,42.2,-88.3,1
5866,07/24/14,Newtown,PA,40.3,-75,1
5867,07/24/14,Evansville,IN,38,-87.6,1
5868,07/24/14,portage,IN,41.6,-87.2,2
5869,07/24/14,Morrisville,VT,44.5,-72.6,1
5870,07/24/14,Cleveland Heights,OH,41.5,-81.6,4
5871,07/24/14,Jordan,MN,44.7,-93.6,4
5872,07/24/14,Waitsfield,VT,44.2,-72.8,1
5873,07/24/14,Lac du Bonnet,MB,50.3,-96.1,1
5874,07/24/14,Severn Bridge,ON,44.8,-79.3,1
5875,07/24/14,Hershey,NE,41.2,-101,1
5876,07/24/14,Franklin,WI,42.9,-88,1
5877,07/24/14,Port Colborne,ON,43,-79.2,1
5878,07/24/14,Toronto,ON,43.7,-79.4,2
5879,07/24/14,Diamond Point,NY,43.5,-73.7,1
5880,07/24/14,Tucker,GA,33.9,-84.2,1
5881,07/24/14,Downingtown,PA,40,-75.7,2
5882,07/24/14,Chicago,IL,41.9,-87.6,1
5883,07/23/14,Marshall,VA,38.8,-77.9,1
5884,07/23/14,Pleasantville,NJ,39.4,-74.6,1
5885,07/23/14,Herndon,VA,39,-77.4,1
5886,07/23/14,Chester,NS,44.6,-64.3,1
5887,07/23/14,Davidsonville,MD,38.9,-76.6,1
5888,07/23/14,Franklin,WI,42.9,-88,1
5889,07/23/14,Cold Spring,NY,41.5,-73.9,1
5890,07/23/14,Kingston,ON,44.3,-76.5,2
5891,07/23/14,Lake Placid,NY,44.2,-74,4
5892,07/23/14,Crystal Lake,IL,42.3,-88.5,1
5893,07/23/14,Wells,ME,43.3,-70.6,5
5894,07/23/14,Minnetonka,MN,44.9,-93.5,5
5895,07/23/14,Ann Arbor,MI,42.3,-83.8,1
5896,07/23/14,Whitby,ON,43.9,-78.9,1
5897,07/23/14,Cross Plains,WI,43.1,-89.6,2
5898,07/23/14,Eagan,MN,44.6,-93.1,1
5899,07/23/14,Farmington,MN,44.7,-93.1,2
5900,07/23/14,Hillsboro,NM,32.9,-107.7,1
5901,07/22/14,Lexington,NY,42.2,-74.4,1
5902,07/22/14,garrettsville,OH,41.3,-81.1,1
5903,07/22/14,East Marion,NY,41.1,-72.3,3
5904,07/22/14,Boyce,VA,39.1,-78,1
5905,07/22/14,Seaford,NY,40.7,-73.5,1
5906,07/22/14,Winnipeg,MB,49.9,-97.1,1
5907,07/22/14,Brooklyn Park,MN,45.1,-93.4,1
5908,07/22/14,Brooklyn Park,MN,45.1,-93.4,1
5909,07/22/14,mequon,WI,43.2,-88,1
5910,07/22/14,Boothbay,ME,43.9,-69.6,1
5911,07/22/14,Larchmont,NY,40.9,-73.8,1
5912,07/22/14,Saint Catharines,ON,43.2,-79.2,1
5913,07/22/14,Newfoundland,NJ,41.1,-74.4,1
5914,07/22/14,Chili,NY,43.1,-77.8,2
5915,07/22/14,IDAHO FALLS,ID,43.5,-111.9,1
