City,State/Province,County,Date,Latitude,Longitude,year,month,day,Count,season,AQI,Temp_Mean
Suttons Bay,MI,leelanau,2021-07-21,44.9,-85.6,2021,7,21,16,Summer,,
Hammond,IN,lake,2021-07-21,41.6,-87.5,2021,7,21,33,Summer,84.0,68.81944433333332
Oconomowoc,WI,waukesha,2021-07-21,43.1,-88.5,2021,7,21,2,Summer,52.0,67.541667
Broken Arrow,OK,tulsa,2021-07-21,36.1,-95.8,2021,7,21,2,Summer,87.0,77.61845242857143
Schertz,TX,guadalupe,2021-07-21,29.6,-98.3,2021,7,21,3,Summer,,
Yukon,OK,canadian,2021-07-21,35.6,-97.7,2021,7,21,2,Summer,61.0,76.791667
Mayville,MI,tuscola,2021-07-21,43.4,-83.3,2021,7,21,1,Summer,24.0,
Georgetown,TX,williamson,2021-07-21,30.6,-97.7,2021,7,21,4,Summer,,
Mountain Center,CA,riverside,2021-07-21,33.7,-116.7,2021,7,21,3,Summer,129.0,93.22678578571428
Monticello,IN,white,2021-07-22,40.7,-86.8,2021,7,22,2,Summer,,
Portage,WI,columbia,2021-07-22,43.5,-89.5,2021,7,22,4,Summer,47.0,
Beulah,MI,benzie,2021-07-22,44.6,-86.1,2021,7,22,5,Summer,37.0,
Monticello,GA,jasper,2021-07-22,33.4,-83.8,2021,7,22,1,Summer,,
Elmhurst,IL,dupage,2021-07-22,41.9,-87.9,2021,7,22,1,Summer,73.0,
Pittsburgh,PA,allegheny,2021-07-22,40.5,-80.1,2021,7,22,85,Summer,60.0,68.656068875
Pass Christian,MS,harrison,2021-07-22,30.3,-89.2,2021,7,22,8,Summer,38.0,84.8
Kansas City,MO,jackson,2021-07-22,39.2,-94.5,2021,7,22,65,Summer,84.0,80.71875
Chelmsford,MA,middlesex,2021-07-22,42.6,-71.3,2021,7,22,3,Summer,42.0,
Kansas City,KS,wyandotte,2021-07-22,39.1,-94.7,2021,7,22,5,Summer,90.0,82.375
Mashpee,MA,barnstable,2021-07-22,41.6,-70.5,2021,7,22,9,Summer,33.0,69.0
Broken Arrow,OK,tulsa,2021-07-22,36.1,-95.8,2021,7,22,2,Summer,84.0,79.757313
Niantic,CT,newlondon,2021-07-22,41.3,-72.2,2021,7,22,2,Summer,53.0,70.958333
Monmouth,IL,warren,2021-07-22,41.0,-90.6,2021,7,22,24,Summer,,
Albuquerque,NM,bernalillo,2021-07-22,35.1,-106.5,2021,7,22,15,Summer,119.0,79.00000016666667
Omaha,NE,douglas,2021-07-22,41.2,-96.2,2021,7,22,19,Summer,75.0,79.35
Bel Air,MD,harford,2021-07-22,39.5,-76.3,2021,7,22,1,Summer,52.0,69.645833
Owasso,OK,tulsa,2021-07-22,36.3,-95.9,2021,7,22,2,Summer,84.0,79.757313
Saint Paul,MN,washington,2021-07-22,45.1,-93.2,2021,7,22,33,Summer,45.0,
Saint Paul,MN,hennepin,2021-07-22,45.1,-93.2,2021,7,22,9,Summer,69.0,
Saint Paul,MN,dakota,2021-07-22,45.1,-93.2,2021,7,22,33,Summer,71.0,
Tulsa,OK,creek,2021-07-22,36.2,-96.0,2021,7,22,1,Summer,50.0,77.625
Lander,WY,fremont,2021-07-22,42.8,-108.7,2021,7,22,7,Summer,74.0,74.31666680000001
Hague,NY,warren,2021-07-22,43.7,-73.5,2021,7,22,2,Summer,,
Georgetown,TX,williamson,2021-07-22,30.6,-97.7,2021,7,22,4,Summer,,
Lakewood,OH,cuyahoga,2021-07-22,41.5,-81.8,2021,7,22,3,Summer,56.0,67.058333
Athol,MA,worcester,2021-07-22,42.6,-72.2,2021,7,22,3,Summer,44.0,67.89583350000001
Providence,RI,providence,2021-07-22,41.8,-71.4,2021,7,22,10,Summer,52.0,69.9333335
Williamstown,MO,lewis,2021-07-22,40.2,-91.8,2021,7,22,4,Summer,,
Farmington,MO,saintfrancois,2021-07-22,37.7,-90.4,2021,7,22,4,Summer,,
Cape Charles,VA,northampton,2021-07-22,37.3,-76.0,2021,7,22,2,Summer,,
Medina,OH,medina,2021-07-22,41.1,-81.8,2021,7,22,36,Summer,35.0,
Fayetteville,NY,onondaga,2021-07-22,43.0,-76.0,2021,7,22,1,Summer,46.0,67.75
Keyport,NJ,monmouth,2021-07-22,40.4,-74.2,2021,7,22,12,Summer,42.0,
Tulsa,OK,tulsa,2021-07-22,36.2,-96.0,2021,7,22,8,Summer,84.0,79.757313
Prattsville,NY,greene,2021-07-22,42.2,-74.4,2021,7,22,2,Summer,,
Mckinney,TX,collin,2021-07-22,33.2,-96.6,2021,7,22,3,Summer,77.0,82.875
Rockford,IL,winnebago,2021-07-22,42.3,-89.1,2021,7,22,20,Summer,68.0,76.658333
Yukon,OK,canadian,2021-07-22,35.5,-97.7,2021,7,22,1,Summer,71.0,79.208333
Amherst,MA,hampshire,2021-07-22,42.4,-72.5,2021,7,22,24,Summer,32.0,67.125
Spotsylvania,VA,spotsylvania,2021-07-22,38.1,-77.7,2021,7,22,2,Summer,,
Elyria,OH,lorain,2021-07-22,41.3,-82.1,2021,7,22,6,Summer,20.0,
Rochester,IN,fulton,2021-07-22,41.1,-86.2,2021,7,22,2,Summer,,
Palo Alto,CA,santaclara,2021-07-22,37.4,-122.1,2021,7,22,4,Summer,62.0,65.333333
Westfield,IN,hamilton,2021-07-22,40.0,-86.1,2021,7,22,2,Summer,74.0,
Springfield,MO,greene,2021-07-22,37.2,-93.3,2021,7,22,30,Summer,79.0,77.625
Newton,NJ,sussex,2021-07-22,41.0,-74.7,2021,7,22,8,Summer,,
La Mesa,CA,sandiego,2021-07-22,32.8,-117.0,2021,7,22,4,Summer,65.0,71.536458375
Wildwood,NJ,capemay,2021-07-22,39.0,-74.8,2021,7,22,10,Summer,,
Hobart,IN,lake,2021-07-22,41.5,-87.2,2021,7,22,2,Summer,82.0,74.55555533333333
Chicago,IL,cook,2021-07-22,41.9,-87.7,2021,7,22,58,Summer,122.0,73.458333
Crystal Lake,IL,mchenry,2021-07-22,42.2,-88.3,2021,7,22,21,Summer,78.0,
Green Bay,WI,brown,2021-07-22,44.5,-88.0,2021,7,22,12,Summer,54.0,70.583333
Loveland,CO,larimer,2021-07-22,40.4,-105.2,2021,7,22,1,Summer,119.0,71.4375
Kalamazoo,MI,kalamazoo,2021-07-22,42.3,-85.6,2021,7,22,2,Summer,64.0,69.208333
Dublin,TX,erath,2021-07-22,32.1,-98.4,2021,7,22,2,Summer,,
Grants,NM,cibola,2021-07-22,35.2,-107.7,2021,7,22,5,Summer,,
Navarre,FL,santarosa,2021-07-22,30.4,-86.9,2021,7,22,2,Summer,51.0,
Santa Fe,NM,santafe,2021-07-22,35.7,-106.0,2021,7,22,16,Summer,93.0,
Newburgh,IN,warrick,2021-07-22,37.9,-87.4,2021,7,22,4,Summer,48.0,76.541667
Northwood,OH,wood,2021-07-22,41.6,-83.4,2021,7,22,3,Summer,41.0,
Gouldsboro,ME,hancock,2021-07-22,44.5,-68.0,2021,7,22,3,Summer,25.0,60.854166500000005
Lowell,MI,kent,2021-07-22,42.9,-85.4,2021,7,22,1,Summer,59.0,71.66666649999999
Minneapolis,MN,anoka,2021-07-22,44.9,-93.3,2021,7,22,36,Summer,69.0,
Hernando,MS,desoto,2021-07-22,34.8,-90.0,2021,7,22,1,Summer,,80.982609
Grand Rapids,MI,kent,2021-07-22,42.9,-85.7,2021,7,22,16,Summer,59.0,71.66666649999999
Bay Minette,AL,baldwin,2021-07-22,30.9,-87.9,2021,7,22,3,Summer,40.0,
Reading,PA,berks,2021-07-22,40.4,-75.9,2021,7,22,80,Summer,51.0,70.75
Dewey,AZ,yavapai,2021-07-22,34.6,-112.2,2021,7,22,1,Summer,48.0,
Kansas City,MO,platte,2021-07-22,39.2,-94.5,2021,7,22,50,Summer,,
Broken Arrow,OK,wagoner,2021-07-22,36.1,-95.8,2021,7,22,2,Summer,,
Saint Paul,MN,ramsey,2021-07-22,45.1,-93.2,2021,7,22,129,Summer,70.0,
O Fallon,MO,saintcharles,2021-07-22,38.8,-90.7,2021,7,22,8,Summer,119.0,76.40277766666667
San Antonio,NM,socorro,2021-07-22,33.8,-106.9,2021,7,22,6,Summer,,
Milwaukee,WI,milwaukee,2021-07-22,43.1,-87.9,2021,7,22,116,Summer,105.0,70.62500033333333
Troy,NH,cheshire,2021-07-22,42.8,-72.2,2021,7,22,2,Summer,41.0,69.25
Minneapolis,MN,anoka,2021-07-22,45.0,-93.2,2021,7,22,24,Summer,69.0,
Portsmouth,NH,rockingham,2021-07-22,43.1,-70.8,2021,7,22,3,Summer,41.0,70.375
Springfield,IL,sangamon,2021-07-22,39.8,-89.7,2021,7,22,37,Summer,88.0,
Plymouth,MA,plymouth,2021-07-22,41.9,-70.7,2021,7,22,2,Summer,35.0,
Howell,MI,livingston,2021-07-22,42.6,-84.0,2021,7,22,2,Summer,,
Swampscott,MA,essex,2021-07-22,42.5,-70.9,2021,7,22,2,Summer,33.0,70.208333
Mocksville,NC,davie,2021-07-22,35.9,-80.5,2021,7,22,2,Summer,,
Fort Wayne,IN,allen,2021-07-22,41.1,-85.1,2021,7,22,11,Summer,63.0,70.208333
Winona,MN,winona,2021-07-22,44.1,-91.6,2021,7,22,7,Summer,,
Hackensack,MN,cass,2021-07-22,46.9,-94.5,2021,7,22,1,Summer,86.0,
Saint Louis,MO,saintlouis,2021-07-22,38.5,-90.3,2021,7,22,76,Summer,112.0,81.97222233333333
Danville,VT,caledonia,2021-07-22,44.4,-72.1,2021,7,22,2,Summer,,
Omaha,NE,sarpy,2021-07-22,41.2,-96.2,2021,7,22,4,Summer,76.0,
Dripping Springs,TX,hays,2021-07-22,30.3,-98.1,2021,7,22,4,Summer,,
Belmar,NJ,monmouth,2021-07-22,40.2,-74.1,2021,7,22,55,Summer,42.0,
Douglas,WY,converse,2021-07-22,43.4,-105.8,2021,7,22,3,Summer,77.0,79.58333325
Minneapolis,MN,hennepin,2021-07-22,45.0,-93.2,2021,7,22,62,Summer,69.0,
Hinsdale,IL,dupage,2021-07-22,41.8,-87.9,2021,7,22,8,Summer,73.0,
Saint Louis,MO,saintlouiscity,2021-07-22,38.5,-90.3,2021,7,22,13,Summer,,
Minneapolis,MN,hennepin,2021-07-22,44.9,-93.3,2021,7,22,93,Summer,69.0,
Annapolis,MD,annearundel,2021-07-22,38.9,-76.5,2021,7,22,60,Summer,39.0,74.0
Kansas City,MO,clay,2021-07-22,39.2,-94.5,2021,7,22,105,Summer,71.0,77.208333
Milton,VT,chittenden,2021-07-22,44.6,-73.1,2021,7,22,6,Summer,54.0,65.60208349999999
Ohkay Owingeh,NM,rioarriba,2021-07-22,36.1,-106.0,2021,7,22,8,Summer,100.0,
Franklin,MA,norfolk,2021-07-22,42.1,-71.4,2021,7,22,1,Summer,40.0,69.95833350000001
Nashville,TN,davidson,2021-07-22,36.0,-86.7,2021,7,22,22,Summer,111.0,79.120833
Mendota,MN,dakota,2021-07-22,44.9,-93.2,2021,7,22,4,Summer,71.0,
Norman,OK,cleveland,2021-07-22,35.2,-97.5,2021,7,22,4,Summer,82.0,79.7125
East Aurora,NY,erie,2021-07-22,42.8,-78.6,2021,7,22,1,Summer,52.0,
Lake Orion,MI,oakland,2021-07-22,42.8,-83.2,2021,7,22,4,Summer,40.0,67.972222
Ithaca,NY,tompkins,2021-07-23,42.4,-76.5,2021,7,23,6,Summer,31.0,
Minneapolis,MN,anoka,2021-07-23,45.0,-93.2,2021,7,23,36,Summer,67.0,
Farmington,MO,saintfrancois,2021-07-23,37.7,-90.4,2021,7,23,2,Summer,,
Coventry,RI,kent,2021-07-23,41.7,-71.6,2021,7,23,1,Summer,37.0,68.666667
Lusby,MD,calvert,2021-07-23,38.4,-76.4,2021,7,23,2,Summer,36.0,
Jemez Springs,NM,sandoval,2021-07-23,35.8,-106.7,2021,7,23,1,Summer,77.0,
Gretna,LA,jefferson,2021-07-23,29.9,-90.0,2021,7,23,2,Summer,37.0,84.65
Polk City,IA,polk,2021-07-23,41.8,-93.7,2021,7,23,2,Summer,72.0,84.25
Saint Paul,MN,dakota,2021-07-23,45.1,-93.2,2021,7,23,33,Summer,67.0,
Belmont,MI,kent,2021-07-23,43.1,-85.5,2021,7,23,1,Summer,75.0,74.875
Hebron,IN,porter,2021-07-23,41.4,-87.2,2021,7,23,3,Summer,99.0,78.833333
Woodstock,GA,cherokee,2021-07-23,34.2,-84.4,2021,7,23,2,Summer,,
Port Huron,MI,saintclair,2021-07-23,43.0,-82.4,2021,7,23,4,Summer,,
Johnson City,TN,washington,2021-07-23,36.3,-82.3,2021,7,23,3,Summer,,
Oak Lawn,IL,cook,2021-07-23,41.7,-87.7,2021,7,23,3,Summer,133.0,80.083333
Havertown,PA,delaware,2021-07-23,40.0,-75.3,2021,7,23,3,Summer,55.0,
Portsmouth,NH,rockingham,2021-07-23,43.1,-70.8,2021,7,23,9,Summer,49.0,68.763889
Tulsa,OK,tulsa,2021-07-23,36.0,-95.9,2021,7,23,8,Summer,67.0,83.42916657142857
Greensboro,VT,orleans,2021-07-23,44.6,-72.3,2021,7,23,6,Summer,,
Grant,MI,newaygo,2021-07-23,43.3,-85.9,2021,7,23,3,Summer,,
Jacksonville,FL,duval,2021-07-23,30.3,-81.7,2021,7,23,88,Summer,51.0,
Charleston,SC,berkeley,2021-07-23,32.8,-80.0,2021,7,23,4,Summer,38.0,
Beachwood,OH,cuyahoga,2021-07-23,41.5,-81.5,2021,7,23,28,Summer,59.0,70.670833
Crowley,LA,acadia,2021-07-23,30.2,-92.4,2021,7,23,1,Summer,,
Saint Paul,MN,ramsey,2021-07-23,45.1,-93.2,2021,7,23,129,Summer,69.0,
Grand Rapids,MI,kent,2021-07-23,42.9,-85.7,2021,7,23,32,Summer,75.0,74.875
Dallas,TX,collin,2021-07-23,32.8,-96.7,2021,7,23,4,Summer,33.0,84.77083350000001
Marcus Hook,PA,delaware,2021-07-23,39.8,-75.5,2021,7,23,9,Summer,55.0,
Kansas City,MO,jackson,2021-07-23,39.2,-94.5,2021,7,23,52,Summer,77.0,83.29166675
Northville,MI,wayne,2021-07-23,42.4,-83.6,2021,7,23,9,Summer,58.0,70.0208334
Kansas City,MO,clay,2021-07-23,39.2,-94.5,2021,7,23,84,Summer,97.0,80.416667
Elyria,OH,lorain,2021-07-23,41.3,-82.1,2021,7,23,6,Summer,42.0,
Portland,CT,middlesex,2021-07-23,41.6,-72.6,2021,7,23,1,Summer,34.0,68.958333
Bark River,MI,delta,2021-07-23,45.8,-87.3,2021,7,23,3,Summer,,
Springfield,MO,greene,2021-07-23,37.2,-93.2,2021,7,23,6,Summer,59.0,79.625
Albuquerque,NM,bernalillo,2021-07-23,35.2,-106.6,2021,7,23,15,Summer,97.0,72.28472233333333
Burlington,VT,chittenden,2021-07-23,44.5,-73.3,2021,7,23,14,Summer,52.0,68.04375
Council Bluffs,IA,pottawattamie,2021-07-23,41.2,-95.8,2021,7,23,4,Summer,,
Jacksonville,FL,saintjohns,2021-07-23,30.3,-81.7,2021,7,23,16,Summer,,
Minneapolis,MN,hennepin,2021-07-23,45.0,-93.2,2021,7,23,93,Summer,66.0,
Cedar Rapids,IA,linn,2021-07-23,42.0,-91.6,2021,7,23,8,Summer,83.0,82.083333
Burke,VA,fairfax,2021-07-23,38.8,-77.3,2021,7,23,2,Summer,50.0,75.875
Manteno,IL,kankakee,2021-07-23,41.3,-87.8,2021,7,23,1,Summer,,
Lafayette,LA,lafayette,2021-07-23,30.2,-92.0,2021,7,23,3,Summer,22.0,
Greenwood,VA,albemarle,2021-07-23,38.0,-78.8,2021,7,23,1,Summer,55.0,76.1875
Crystal Lake,IL,mchenry,2021-07-23,42.2,-88.4,2021,7,23,7,Summer,92.0,
Laurelville,OH,hocking,2021-07-23,39.5,-82.6,2021,7,23,1,Summer,,
Cedar Falls,IA,blackhawk,2021-07-23,42.5,-92.4,2021,7,23,8,Summer,73.0,80.166667
Saint Paul,MN,hennepin,2021-07-23,45.1,-93.2,2021,7,23,9,Summer,66.0,
Wynantskill,NY,rensselaer,2021-07-23,42.7,-73.6,2021,7,23,2,Summer,,
Fairhaven,MA,bristol,2021-07-23,41.6,-70.8,2021,7,23,2,Summer,55.0,70.916667
Bellefonte,PA,centre,2021-07-23,40.9,-77.8,2021,7,23,4,Summer,47.0,
Mckinney,TX,collin,2021-07-23,33.2,-96.6,2021,7,23,6,Summer,33.0,84.77083350000001
Sterling,NY,cayuga,2021-07-23,43.4,-76.7,2021,7,23,1,Summer,,
Amarillo,TX,potter,2021-07-23,35.2,-101.9,2021,7,23,8,Summer,51.0,77.79166649999999
Roslindale,MA,suffolk,2021-07-23,42.3,-71.1,2021,7,23,20,Summer,54.0,73.625
Keeseville,NY,clinton,2021-07-23,44.5,-73.4,2021,7,23,20,Summer,,
Mabel,MN,fillmore,2021-07-23,43.5,-91.9,2021,7,23,18,Summer,,
Thousand Oaks,CA,ventura,2021-07-23,34.2,-118.8,2021,7,23,12,Summer,67.0,69.84722233333333
Duluth,MN,saintlouis,2021-07-23,46.8,-92.1,2021,7,23,21,Summer,64.0,74.541667
Kelleys Island,OH,erie,2021-07-23,41.6,-82.7,2021,7,23,6,Summer,,
Amarillo,TX,randall,2021-07-23,35.2,-101.9,2021,7,23,4,Summer,58.0,
Toledo,OH,lucas,2021-07-23,41.7,-83.7,2021,7,23,32,Summer,51.0,
Austin,TX,travis,2021-07-23,30.4,-97.7,2021,7,23,258,Summer,63.0,82.91666649999999
Westfield,IN,hamilton,2021-07-23,40.0,-86.1,2021,7,23,2,Summer,74.0,
Austin,TX,travis,2021-07-23,30.3,-97.7,2021,7,23,86,Summer,63.0,82.91666649999999
Libertyville,IL,lake,2021-07-23,42.3,-88.0,2021,7,23,6,Summer,133.0,
Wake Forest,NC,wake,2021-07-23,36.0,-78.6,2021,7,23,1,Summer,68.0,76.9875
Clear Lake,MN,sherburne,2021-07-23,45.5,-93.8,2021,7,23,1,Summer,,
Claremore,OK,rogers,2021-07-23,36.3,-95.6,2021,7,23,30,Summer,,
Middletown,OH,butler,2021-07-23,39.4,-84.3,2021,7,23,6,Summer,112.0,74.095652
Oconomowoc,WI,waukesha,2021-07-23,43.1,-88.5,2021,7,23,2,Summer,84.0,79.708333
Terre Haute,IN,vigo,2021-07-23,39.5,-87.4,2021,7,23,43,Summer,90.0,
Houston,TX,harris,2021-07-23,29.6,-95.1,2021,7,23,43,Summer,63.0,86.13157905555556
Maxwell,NM,colfax,2021-07-23,36.6,-104.6,2021,7,23,22,Summer,,
Wells River,VT,orange,2021-07-23,44.1,-72.1,2021,7,23,1,Summer,,
Pass Christian,MS,harrison,2021-07-23,30.3,-89.2,2021,7,23,8,Summer,42.0,84.566667
Lostant,IL,lasalle,2021-07-23,41.1,-89.1,2021,7,23,4,Summer,,
Okatie,SC,beaufort,2021-07-23,32.3,-81.0,2021,7,23,5,Summer,,
Framingham,MA,middlesex,2021-07-23,42.3,-71.4,2021,7,23,4,Summer,49.0,
Cockeysville,MD,baltimore,2021-07-23,39.5,-76.6,2021,7,23,3,Summer,54.0,71.55555533333333
Schuylkill Haven,PA,schuylkill,2021-07-23,40.6,-76.2,2021,7,23,5,Summer,,
Nahant,MA,essex,2021-07-23,42.5,-70.9,2021,7,23,1,Summer,43.0,68.916667
Royal Oak,MI,oakland,2021-07-23,42.5,-83.1,2021,7,23,1,Summer,36.0,69.62499966666667
Tolland,CT,tolland,2021-07-23,41.9,-72.3,2021,7,23,1,Summer,30.0,66.125
Tolland,CT,tolland,2021-07-23,41.9,-72.4,2021,7,23,1,Summer,30.0,66.125
Toledo,OH,wood,2021-07-23,41.7,-83.7,2021,7,23,4,Summer,37.0,
Clinton,NC,sampson,2021-07-23,35.0,-78.3,2021,7,23,2,Summer,,
Itasca,IL,dupage,2021-07-23,42.0,-88.0,2021,7,23,3,Summer,84.0,
West Sunbury,PA,butler,2021-07-23,41.1,-79.9,2021,7,23,7,Summer,,
Ogdensburg,NY,saintlawrence,2021-07-23,44.7,-75.5,2021,7,23,6,Summer,,
York,PA,york,2021-07-23,39.9,-76.7,2021,7,23,31,Summer,60.0,73.125
Richmond,CA,contracosta,2021-07-23,37.9,-122.3,2021,7,23,12,Summer,60.0,
Westerly,RI,washington,2021-07-23,41.3,-71.8,2021,7,23,6,Summer,47.0,70.695652
Nashua,NH,hillsborough,2021-07-23,42.8,-71.5,2021,7,23,4,Summer,43.0,64.666667
New Albany,OH,franklin,2021-07-23,40.1,-82.8,2021,7,23,1,Summer,52.0,
Pass Christian,MS,harrison,2021-07-23,30.4,-89.3,2021,7,23,8,Summer,42.0,84.566667
Davenport,IA,scott,2021-07-23,41.6,-90.6,2021,7,23,2,Summer,86.0,80.145833
Pekin,IL,tazewell,2021-07-23,40.6,-89.6,2021,7,23,30,Summer,,
Rolling Meadows,IL,cook,2021-07-23,42.1,-88.0,2021,7,23,2,Summer,133.0,80.083333
Waltham,MA,middlesex,2021-07-23,42.4,-71.2,2021,7,23,6,Summer,49.0,
Annapolis,MD,annearundel,2021-07-23,38.9,-76.5,2021,7,23,30,Summer,46.0,72.895833
Newburgh,IN,warrick,2021-07-23,37.9,-87.4,2021,7,23,8,Summer,54.0,76.541667
River Forest,IL,cook,2021-07-23,41.9,-87.8,2021,7,23,4,Summer,133.0,80.083333
Houston,TX,fortbend,2021-07-23,29.6,-95.1,2021,7,23,1,Summer,,
Swampscott,MA,essex,2021-07-23,42.5,-70.9,2021,7,23,1,Summer,43.0,68.916667
Chester,VT,windsor,2021-07-23,43.3,-72.7,2021,7,23,33,Summer,,
Hammond,IN,lake,2021-07-23,41.6,-87.5,2021,7,23,3,Summer,100.0,81.097222
Auburn,NH,rockingham,2021-07-23,43.0,-71.3,2021,7,23,4,Summer,49.0,68.763889
Oxford,OH,butler,2021-07-23,39.5,-84.8,2021,7,23,18,Summer,112.0,74.095652
Holland Patent,NY,oneida,2021-07-23,43.2,-75.3,2021,7,23,15,Summer,30.0,
Sandwich,MA,barnstable,2021-07-23,41.7,-70.5,2021,7,23,5,Summer,33.0,69.708333
Broken Arrow,OK,wagoner,2021-07-23,36.1,-95.8,2021,7,23,4,Summer,,
Zionsville,IN,boone,2021-07-23,40.0,-86.3,2021,7,23,1,Summer,49.0,
Madison,WI,dane,2021-07-23,43.1,-89.5,2021,7,23,60,Summer,86.0,80.625
Wethersfield,CT,hartford,2021-07-23,41.7,-72.7,2021,7,23,7,Summer,52.0,71.79166649999999
Owasso,OK,tulsa,2021-07-23,36.3,-95.8,2021,7,23,4,Summer,67.0,83.42916657142857
Rochester,IN,fulton,2021-07-23,41.1,-86.2,2021,7,23,1,Summer,,
Chicago,IL,cook,2021-07-23,42.0,-87.7,2021,7,23,348,Summer,133.0,80.083333
Chicago,IL,cook,2021-07-23,41.9,-87.6,2021,7,23,58,Summer,133.0,80.083333
Newport News,VA,newportnewscity,2021-07-23,37.1,-76.5,2021,7,23,5,Summer,,
Rochester,MN,olmsted,2021-07-23,44.0,-92.4,2021,7,23,8,Summer,66.0,
Middleton,WI,dane,2021-07-23,43.1,-89.5,2021,7,23,3,Summer,86.0,80.625
Warwick,RI,kent,2021-07-23,41.7,-71.4,2021,7,23,2,Summer,37.0,68.666667
Warren,MI,macomb,2021-07-23,42.5,-83.0,2021,7,23,6,Summer,52.0,70.22916649999999
Lumberton,NJ,burlington,2021-07-23,40.0,-74.8,2021,7,23,33,Summer,,
Middlebury,CT,newhaven,2021-07-23,41.5,-73.1,2021,7,23,2,Summer,52.0,71.29166633333334
Wamego,KS,pottawatomie,2021-07-23,39.3,-96.3,2021,7,23,4,Summer,,
Matthews,NC,union,2021-07-23,35.0,-80.8,2021,7,23,4,Summer,48.0,
Cape Charles,VA,northampton,2021-07-23,37.3,-76.0,2021,7,23,4,Summer,,
Matthews,NC,mecklenburg,2021-07-23,35.0,-80.8,2021,7,23,1,Summer,78.0,79.25
Broomfield,CO,jefferson,2021-07-23,39.9,-105.1,2021,7,23,2,Summer,122.0,74.86458325
Austin,TX,hays,2021-07-23,30.4,-97.7,2021,7,23,6,Summer,,
Austin,TX,hays,2021-07-23,30.3,-97.7,2021,7,23,2,Summer,,
Broken Arrow,OK,tulsa,2021-07-23,36.1,-95.8,2021,7,23,4,Summer,67.0,83.42916657142857
Oakland,CA,alameda,2021-07-23,37.8,-122.2,2021,7,23,18,Summer,67.0,
Weston,MA,middlesex,2021-07-23,42.3,-71.3,2021,7,23,6,Summer,49.0,
Waverly,IL,morgan,2021-07-23,39.6,-90.0,2021,7,23,14,Summer,,
Pacific,MO,franklin,2021-07-23,38.4,-90.7,2021,7,23,3,Summer,,79.3125
Dover,NH,strafford,2021-07-23,43.2,-70.9,2021,7,23,4,Summer,,
Syracuse,NY,onondaga,2021-07-23,43.1,-76.1,2021,7,23,25,Summer,52.0,68.75
Broomfield,CO,broomfield,2021-07-23,39.9,-105.1,2021,7,23,3,Summer,,
New York,NY,newyork,2021-07-23,40.8,-74.0,2021,7,23,310,Summer,35.0,
Rockford,IL,winnebago,2021-07-23,42.3,-89.0,2021,7,23,10,Summer,81.0,80.333333
Dover,DE,kent,2021-07-23,39.2,-75.5,2021,7,23,2,Summer,52.0,72.833333
Georgetown,TX,williamson,2021-07-23,30.6,-97.7,2021,7,23,4,Summer,,
Acton,ME,york,2021-07-23,43.5,-70.9,2021,7,23,1,Summer,29.0,
Ashland,MO,boone,2021-07-23,38.8,-92.3,2021,7,23,2,Summer,43.0,
Star,NC,montgomery,2021-07-23,35.4,-79.8,2021,7,23,10,Summer,67.0,77.654167
Flossmoor,IL,cook,2021-07-23,41.5,-87.7,2021,7,23,6,Summer,133.0,80.083333
Piqua,OH,miami,2021-07-23,40.1,-84.2,2021,7,23,3,Summer,48.0,
Concord,MA,middlesex,2021-07-23,42.5,-71.3,2021,7,23,6,Summer,49.0,
Saint Louis,MO,saintlouiscity,2021-07-23,38.6,-90.2,2021,7,23,26,Summer,,
Saint Louis,MO,saintlouiscity,2021-07-23,38.5,-90.4,2021,7,23,13,Summer,,
Bishopville,MD,worcester,2021-07-23,38.4,-75.1,2021,7,23,6,Summer,,
Independence,MO,jackson,2021-07-23,39.1,-94.4,2021,7,23,2,Summer,77.0,83.29166675
Blossvale,NY,oneida,2021-07-23,43.3,-75.6,2021,7,23,6,Summer,30.0,
Cambridge,WI,dane,2021-07-23,43.0,-89.0,2021,7,23,1,Summer,86.0,80.625
Bixby,OK,tulsa,2021-07-23,35.9,-95.9,2021,7,23,1,Summer,67.0,83.42916657142857
Eau Claire,WI,eauclaire,2021-07-23,44.8,-91.5,2021,7,23,9,Summer,83.0,82.25
Columbus,OH,franklin,2021-07-23,40.1,-83.0,2021,7,23,27,Summer,52.0,
Urbana,IL,champaign,2021-07-23,40.1,-88.2,2021,7,23,2,Summer,95.0,77.333333
Kansas City,MO,platte,2021-07-23,39.2,-94.5,2021,7,23,40,Summer,,
Saint Louis,MO,saintlouis,2021-07-23,38.7,-90.3,2021,7,23,76,Summer,61.0,83.15700500000001
Saint Louis,MO,saintlouis,2021-07-23,38.6,-90.2,2021,7,23,152,Summer,61.0,83.15700500000001
Saint Louis,MO,saintlouis,2021-07-23,38.5,-90.4,2021,7,23,76,Summer,61.0,83.15700500000001
Saint Louis,MO,saintlouiscity,2021-07-23,38.7,-90.3,2021,7,23,13,Summer,,
Indianapolis,IN,hamilton,2021-07-23,39.8,-86.1,2021,7,23,4,Summer,74.0,
Pittsburgh,PA,allegheny,2021-07-23,40.3,-80.1,2021,7,23,170,Summer,67.0,72.330208375
Pittsburgh,PA,allegheny,2021-07-23,40.4,-80.0,2021,7,23,85,Summer,67.0,72.330208375
Prescott,AZ,yavapai,2021-07-23,34.5,-112.5,2021,7,23,6,Summer,41.0,
Prescott Valley,AZ,yavapai,2021-07-23,34.6,-112.3,2021,7,23,2,Summer,41.0,
